id,year,location,estab,formal,service,sector,group,ftstaff05,ftstaff06,ftstaff07,ptstaff05,ptstaff06,ptstaff07,totalstaff05,totalstaff06,totalstaff07,totalstaff08,totalstaff09,totalstaff10,turnover05,turnover06,turnover07,turnover08,turnover09,turnover10,sinfo1,sinfo2,sinfo3,sinfo4,sinfo5,sinfo6,sinfo7,sinfo8,sinfo9,sinfo10,policy_suggestion1,policy_suggestion2,policy_suggestion3,policy_suggestion4,policy_suggestion5,policy_suggestion6,policy_suggestion7,policy_suggestion8,market1,market2,market3,market4,market5,market6,market7,market8
674,2008,Yes,1933.0,NOT SPECIFIED,service,Transport services,No,25.0,23.0,35.0,2.0,4.0,0.0,27.0,27.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,Medium,Medium,High,Medium,Medium,Medium,High,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
675,2008,Yes,1995.0,NOT SPECIFIED,service,Other business activities,No,28.0,32.0,44.0,0.0,0.0,0.0,28.0,32.0,44.0,0.0,0.0,0.0,60000000.0,72000000.0,120000000.0,0.0,0.0,0.0,High,High,High,High,Medium,High,High,High,High,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
676,2008,Yes,2003.0,NOT SPECIFIED,service,Computer and related activities,No,35.0,39.0,43.0,0.0,0.0,0.0,35.0,39.0,43.0,0.0,0.0,0.0,35000000.0,40000000.0,48000000.0,0.0,0.0,0.0,High,High,High,High,High,High,High,Medium,Medium,High,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
677,2008,Yes,1997.0,NOT SPECIFIED,service,Computer and related activities,No,35.0,35.0,40.0,0.0,0.0,0.0,35.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,Medium,Medium,High,High,Medium,Medium,High,High,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
678,2008,No,1987.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,32.0,46.0,63.0,0.0,0.0,0.0,32.0,46.0,63.0,0.0,0.0,0.0,85000000.0,110000000.0,250000000.0,0.0,0.0,0.0,High,High,High,Medium,Medium,High,High,High,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
679,2008,Yes,1991.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,18.0,22.0,25.0,2.0,3.0,6.0,20.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,Medium,Medium,Medium,High,High,Medium,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
680,2008,Yes,1969.0,NOT SPECIFIED,service,Insurance and pension funding,No,26.0,21.0,25.0,0.0,0.0,0.0,26.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Medium,High,High,Low,Low,Low,High,Medium,Low,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
681,2008,Yes,2005.0,NOT SPECIFIED,service,Financial intermediation,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,Medium,Medium,Medium,Medium,Medium,Medium,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
682,2008,Yes,2002.0,NOT SPECIFIED,service,"Trade, repairs and rentals",No,21.0,26.0,23.0,0.0,0.0,4.0,21.0,26.0,27.0,0.0,0.0,0.0,200000000.0,380000000.0,510000000.0,0.0,0.0,0.0,High,High,High,High,Medium,Medium,Medium,High,High,Medium,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
683,2008,Yes,1995.0,NOT SPECIFIED,service,Financial intermediation,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,Medium,Not used,Medium,Not used,Medium,Medium,Medium,Medium,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
684,2008,Yes,0.0,NOT SPECIFIED,service,Computer and related activities,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
685,2008,Yes,0.0,NOT SPECIFIED,service,"Trade, repairs and rentals",Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Not used,Low,Medium,Not used,Not used,Not used,Medium,Low,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
686,2008,Yes,0.0,NOT SPECIFIED,service,"Health, cultural and social work",No,10.0,10.0,10.0,1.0,1.0,1.0,11.0,11.0,11.0,0.0,0.0,0.0,3638013.0,6147364.0,3939757.0,0.0,0.0,0.0,High,Medium,High,Not used,Not used,Not used,Not used,High,High,Not used,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
687,2008,No,0.0,NOT SPECIFIED,service,Real estate activities,Yes,15.0,18.0,25.0,0.0,0.0,0.0,15.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Not used,Medium,Low,Not used,Not used,Not used,Low,Low,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
688,2008,Yes,2005.0,NOT SPECIFIED,service,Other business activities,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low,Medium,Medium,High,Medium,Not used,Not used,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
689,2008,Yes,1990.0,NOT SPECIFIED,service,Insurance and pension funding,No,14.0,15.0,14.0,4.0,3.0,2.0,18.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
690,2008,Yes,1993.0,NOT SPECIFIED,service,Financial intermediation,No,14.0,19.0,30.0,0.0,0.0,0.0,14.0,19.0,30.0,0.0,0.0,0.0,100000000.0,140000000.0,300000000.0,0.0,0.0,0.0,Medium,High,Medium,Medium,Medium,Not used,Not used,Medium,Medium,Medium,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
691,2008,Yes,1994.0,NOT SPECIFIED,service,Insurance and pension funding,No,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,Not used,High,Medium,Medium,Low,Low,Medium,Low,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
692,2008,Yes,0.0,NOT SPECIFIED,service,Insurance and pension funding,No,66.0,66.0,71.0,9.0,8.0,13.0,75.0,74.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low,Medium,Medium,Low,Low,Medium,Medium,Low,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
693,2008,No,1969.0,NOT SPECIFIED,service,Other business activities,Yes,0.0,620.0,710.0,0.0,46.0,34.0,0.0,666.0,744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
694,2008,Yes,1995.0,NOT SPECIFIED,service,Insurance and pension funding,No,820.0,820.0,1600.0,260.0,264.0,465.0,1080.0,1084.0,2065.0,0.0,0.0,0.0,2700000000.0,4200000000.0,5520000000.0,0.0,0.0,0.0,High,High,High,High,Medium,Medium,Medium,Medium,Low,High,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
695,2008,Yes,2004.0,NOT SPECIFIED,service,Other business activities,No,22.0,22.0,25.0,0.0,4.0,8.0,22.0,26.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
696,2008,Yes,0.0,NOT SPECIFIED,service,Insurance and pension funding,No,36.0,36.0,39.0,0.0,0.0,0.0,36.0,36.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Medium,Medium,Medium,Medium,Medium,Not used,Medium,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
697,2008,Yes,1952.0,NOT SPECIFIED,service,Other business activities,No,56.0,70.0,70.0,0.0,0.0,0.0,56.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Medium,Medium,Medium,Not used,Medium,Medium,Medium,Low,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
698,2008,No,0.0,NOT SPECIFIED,service,Other business activities,Yes,0.0,16.0,26.0,0.0,0.0,0.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Medium,Medium,Medium,Not used,Not used,Medium,Medium,Medium,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
699,2008,Yes,0.0,NOT SPECIFIED,service,Other business activities,No,13.0,13.0,16.0,3.0,2.0,3.0,16.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
700,2008,Yes,0.0,NOT SPECIFIED,service,Post and telecommunications,No,18.0,18.0,24.0,3.0,3.0,2.0,21.0,21.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Not used,High,High,Not used,Not used,Not used,Medium,Not used,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
701,2008,Yes,1979.0,NOT SPECIFIED,service,Computer and related activities,No,79.0,79.0,68.0,0.0,0.0,0.0,79.0,79.0,68.0,0.0,0.0,0.0,0.0,0.0,205273901.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
702,2008,Yes,1988.0,NOT SPECIFIED,service,Other business activities,No,30.0,28.0,32.0,0.0,0.0,0.0,30.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,Not used,Low,Not used,Medium,High,Medium,Medium,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
703,2008,Yes,1991.0,NOT SPECIFIED,service,Real estate activities,No,60.0,64.0,64.0,0.0,0.0,0.0,60.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
704,2008,No,0.0,NOT SPECIFIED,service,Hotels and restaurants,No,65.0,88.0,95.0,0.0,0.0,0.0,65.0,88.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
705,2008,No,0.0,NOT SPECIFIED,service,Hotels and restaurants,No,125.0,128.0,133.0,0.0,0.0,0.0,125.0,128.0,133.0,0.0,0.0,0.0,25000000.0,20000000.0,28000000.0,0.0,0.0,0.0,High,High,Medium,Low,Not used,Not used,Not used,Medium,Medium,Medium,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,Yes
706,2008,No,1990.0,NOT SPECIFIED,service,Financial intermediation,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Medium,Not used,Medium,Not used,High,Low,Medium,Not used,Medium,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,No,No,No,No,No,No,No
707,2008,No,1990.0,NOT SPECIFIED,service,Hotels and restaurants,Yes,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,High,High,High,High,High,High,Not used,Not used,Medium,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
708,2008,No,2003.0,NOT SPECIFIED,service,Hotels and restaurants,Yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7418000000.0,8030000000.0,1100000000.0,0.0,0.0,0.0,Not used,Medium,High,High,Not used,Not used,Not used,Low,Low,Low,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,Yes,Yes,No,No
709,2008,No,0.0,NOT SPECIFIED,service,Hotels and restaurants,No,0.0,215.0,220.0,0.0,0.0,0.0,0.0,215.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High,Medium,High,Low,Low,Medium,Low,High,Not used,High,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
710,2008,No,0.0,NOT SPECIFIED,service,Hotels and restaurants,No,78.0,78.0,80.0,0.0,0.0,0.0,78.0,78.0,80.0,0.0,0.0,0.0,0.0,38872764.0,40652096.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
711,2008,No,0.0,NOT SPECIFIED,service,"Health, cultural and social work",No,23.0,26.0,32.0,0.0,0.0,0.0,23.0,26.0,32.0,0.0,0.0,0.0,3500000.0,3250000.0,2800000.0,0.0,0.0,0.0,High,Medium,High,Medium,High,Medium,High,High,Medium,High,Macro-economics,Macro-economics,Macro-economics,Macro-economics,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
712,2008,No,1970.0,NOT SPECIFIED,service,Hotels and restaurants,Yes,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,117893160.0,149730120.0,139415120.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
713,2008,No,0.0,NOT SPECIFIED,service,Real estate activities,Yes,90.0,95.0,105.0,45.0,45.0,45.0,135.0,140.0,150.0,0.0,0.0,0.0,500000000.0,400000000.0,600000000.0,0.0,0.0,0.0,Medium,High,High,Low,Low,Low,Low,Low,High,High,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
714,2008,No,1982.0,NOT SPECIFIED,service,Hotels and restaurants,Yes,623.0,621.0,587.0,283.0,213.0,211.0,906.0,834.0,798.0,0.0,0.0,0.0,2229000000.0,2851000000.0,2813000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
715,2008,No,0.0,NOT SPECIFIED,service,Transport services,Yes,20.0,28.0,40.0,2.0,2.0,3.0,22.0,30.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Medium,High,High,Not used,Not used,Not used,Not used,Not used,High,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
716,2008,No,0.0,NOT SPECIFIED,service,Other business activities,No,16.0,16.0,18.0,0.0,0.0,0.0,16.0,16.0,18.0,0.0,0.0,0.0,1310673.0,1230450.0,2460300.0,0.0,0.0,0.0,High,Not used,High,Medium,Not used,High,Not used,High,High,High,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,No,Yes,No,No,No,No,No,No
717,2008,No,2005.0,NOT SPECIFIED,service,"Health, cultural and social work",No,20.0,30.0,50.0,2.0,5.0,5.0,22.0,35.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not used,High,High,Not used,Not used,Not used,Not used,High,Not used,High,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,Funding/Fiscal control,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,No,No,No,No,No,No
718,2008,No,1991.0,NOT SPECIFIED,service,Financial intermediation,Yes,1413.0,1884.0,2447.0,0.0,0.0,0.0,1413.0,1884.0,2447.0,0.0,0.0,0.0,15225000000.0,21730000000.0,38525000000.0,0.0,0.0,0.0,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,Not used,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
719,2008,No,1991.0,NOT SPECIFIED,service,Other business activities,No,70.0,95.0,95.0,0.0,0.0,0.0,70.0,95.0,95.0,0.0,0.0,0.0,5500000.0,8500000.0,11000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Institution,Institution,Institution,Institution,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,Yes,No,No,No,No
720,2008,No,0.0,NOT SPECIFIED,service,Computer and related activities,No,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,Yes,No,No,No,No,No
721,2008,Yes,1979.0,NOT SPECIFIED,service,Computer and related activities,No,15.0,21.0,28.0,0.0,0.0,0.0,15.0,21.0,28.0,0.0,0.0,0.0,1500000.0,1800000.0,2100000.0,0.0,0.0,0.0,High,Low,High,Low,Low,High,Low,High,Medium,Medium,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
722,2008,No,1986.0,NOT SPECIFIED,service,Other business activities,No,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,12000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Capacity building,Capacity building,Capacity building,Capacity building,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
723,2008,Yes,0.0,NOT SPECIFIED,service,Other business activities,No,24.0,2.0,0.0,0.0,10.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,11126500.0,1036800.0,0.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Infrastructure,Infrastructure,Infrastructure,Infrastructure,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,No,Yes,No,No,No,No,No
724,2008,No,0.0,NOT SPECIFIED,service,Insurance and pension funding,No,3.0,4.0,4.0,1.0,4.0,6.0,4.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,17000000.0,0.0,0.0,0.0,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Institution,Institution,Institution,Institution,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,NOT SPECIFIED,Yes,Yes,No,No,No,No,No,No
